ID,GRIDCODE,ZONE
60644,13,7a: 0 to 5 F
60645,10,5b: -15 to -10 F
60646,12,6b: -5 to 0 F
60647,11,6a: -10 to -5 F
60648,10,5b: -15 to -10 F
60649,12,6b: -5 to 0 F
60650,11,6a: -10 to -5 F
60651,13,7a: 0 to 5 F
60652,13,7a: 0 to 5 F
60653,13,7a: 0 to 5 F
60654,10,5b: -15 to -10 F
60655,10,5b: -15 to -10 F
60656,12,6b: -5 to 0 F
60657,12,6b: -5 to 0 F
60658,13,7a: 0 to 5 F
60659,10,5b: -15 to -10 F
60660,11,6a: -10 to -5 F
60661,9,5a: -20 to -15 F
60662,10,5b: -15 to -10 F
60663,8,4b: -25 to -20 F
60664,9,5a: -20 to -15 F
60665,7,4a: -30 to -25 F
60666,7,4a: -30 to -25 F
60667,8,4b: -25 to -20 F
60668,9,5a: -20 to -15 F
60669,10,5b: -15 to -10 F
60670,11,6a: -10 to -5 F
60671,12,6b: -5 to 0 F
60672,10,5b: -15 to -10 F
60673,11,6a: -10 to -5 F
60674,12,6b: -5 to 0 F
60675,12,6b: -5 to 0 F
60676,18,9b: 25 to 30 F
60677,17,9a: 20 to 25 F
60678,17,9a: 20 to 25 F
60679,16,8b: 15 to 20 F
60680,14,7b: 5 to 10 F
60681,15,8a: 10 to 15 F
60682,14,7b: 5 to 10 F
60683,15,8a: 10 to 15 F
60684,12,6b: -5 to 0 F
60685,11,6a: -10 to -5 F
60686,12,6b: -5 to 0 F
60687,14,7b: 5 to 10 F
60688,12,6b: -5 to 0 F
60689,15,8a: 10 to 15 F
60690,15,8a: 10 to 15 F
60691,15,8a: 10 to 15 F
60692,13,7a: 0 to 5 F
60693,12,6b: -5 to 0 F
60694,13,7a: 0 to 5 F
60695,13,7a: 0 to 5 F
60696,11,6a: -10 to -5 F
60697,11,6a: -10 to -5 F
60698,13,7a: 0 to 5 F
60699,13,7a: 0 to 5 F
60700,10,5b: -15 to -10 F
60701,11,6a: -10 to -5 F
60702,12,6b: -5 to 0 F
60703,10,5b: -15 to -10 F
60704,11,6a: -10 to -5 F
60705,10,5b: -15 to -10 F
60706,12,6b: -5 to 0 F
60707,12,6b: -5 to 0 F
60708,11,6a: -10 to -5 F
60709,12,6b: -5 to 0 F
60710,13,7a: 0 to 5 F
60711,11,6a: -10 to -5 F
60712,12,6b: -5 to 0 F
60713,12,6b: -5 to 0 F
60714,11,6a: -10 to -5 F
60715,12,6b: -5 to 0 F
60716,12,6b: -5 to 0 F
60717,12,6b: -5 to 0 F
60718,13,7a: 0 to 5 F
60719,13,7a: 0 to 5 F
60720,12,6b: -5 to 0 F
60721,10,5b: -15 to -10 F
60722,13,7a: 0 to 5 F
60723,9,5a: -20 to -15 F
60724,7,4a: -30 to -25 F
60725,9,5a: -20 to -15 F
60726,10,5b: -15 to -10 F
60727,9,5a: -20 to -15 F
60728,9,5a: -20 to -15 F
60729,9,5a: -20 to -15 F
60730,10,5b: -15 to -10 F
60731,11,6a: -10 to -5 F
60732,11,6a: -10 to -5 F
60733,10,5b: -15 to -10 F
60734,14,7b: 5 to 10 F
60735,14,7b: 5 to 10 F
60736,18,9b: 25 to 30 F
60737,15,8a: 10 to 15 F
60738,14,7b: 5 to 10 F
60739,16,8b: 15 to 20 F
60740,15,8a: 10 to 15 F
60741,12,6b: -5 to 0 F
60742,12,6b: -5 to 0 F
60743,15,8a: 10 to 15 F
60744,12,6b: -5 to 0 F
60745,11,6a: -10 to -5 F
60746,13,7a: 0 to 5 F
60747,11,6a: -10 to -5 F
60748,13,7a: 0 to 5 F
60749,13,7a: 0 to 5 F
60750,12,6b: -5 to 0 F
60751,11,6a: -10 to -5 F
60752,11,6a: -10 to -5 F
60753,12,6b: -5 to 0 F
60754,10,5b: -15 to -10 F
60755,12,6b: -5 to 0 F
60756,13,7a: 0 to 5 F
60757,11,6a: -10 to -5 F
60758,12,6b: -5 to 0 F
60759,12,6b: -5 to 0 F
60760,12,6b: -5 to 0 F
60761,12,6b: -5 to 0 F
60762,12,6b: -5 to 0 F
60763,12,6b: -5 to 0 F
60764,13,7a: 0 to 5 F
60765,13,7a: 0 to 5 F
60766,13,7a: 0 to 5 F
60767,10,5b: -15 to -10 F
60768,9,5a: -20 to -15 F
60769,11,6a: -10 to -5 F
60770,10,5b: -15 to -10 F
60771,11,6a: -10 to -5 F
60772,10,5b: -15 to -10 F
60773,7,4a: -30 to -25 F
60774,9,5a: -20 to -15 F
60775,9,5a: -20 to -15 F
60776,9,5a: -20 to -15 F
60777,9,5a: -20 to -15 F
60778,10,5b: -15 to -10 F
60779,10,5b: -15 to -10 F
60780,11,6a: -10 to -5 F
60781,11,6a: -10 to -5 F
60782,11,6a: -10 to -5 F
60783,12,6b: -5 to 0 F
60784,12,6b: -5 to 0 F
60785,10,5b: -15 to -10 F
60786,11,6a: -10 to -5 F
60787,10,5b: -15 to -10 F
60788,12,6b: -5 to 0 F
60789,12,6b: -5 to 0 F
60790,17,9a: 20 to 25 F
60791,16,8b: 15 to 20 F
60792,18,9b: 25 to 30 F
60793,18,9b: 25 to 30 F
60794,18,9b: 25 to 30 F
60795,14,7b: 5 to 10 F
60796,16,8b: 15 to 20 F
60797,16,8b: 15 to 20 F
60798,16,8b: 15 to 20 F
60799,15,8a: 10 to 15 F
60800,12,6b: -5 to 0 F
60801,13,7a: 0 to 5 F
60802,13,7a: 0 to 5 F
60803,12,6b: -5 to 0 F
60804,12,6b: -5 to 0 F
60805,13,7a: 0 to 5 F
60806,13,7a: 0 to 5 F
60807,13,7a: 0 to 5 F
60808,13,7a: 0 to 5 F
60809,12,6b: -5 to 0 F
60810,12,6b: -5 to 0 F
60811,12,6b: -5 to 0 F
60812,11,6a: -10 to -5 F
60813,11,6a: -10 to -5 F
60814,13,7a: 0 to 5 F
60815,13,7a: 0 to 5 F
60816,13,7a: 0 to 5 F
60817,11,6a: -10 to -5 F
60818,11,6a: -10 to -5 F
60819,10,5b: -15 to -10 F
60820,11,6a: -10 to -5 F
60821,12,6b: -5 to 0 F
60822,10,5b: -15 to -10 F
60823,12,6b: -5 to 0 F
60824,13,7a: 0 to 5 F
60825,14,7b: 5 to 10 F
60826,12,6b: -5 to 0 F
60827,12,6b: -5 to 0 F
60828,12,6b: -5 to 0 F
60829,14,7b: 5 to 10 F
60830,13,7a: 0 to 5 F
60831,13,7a: 0 to 5 F
60832,10,5b: -15 to -10 F
60833,10,5b: -15 to -10 F
60834,11,6a: -10 to -5 F
60835,11,6a: -10 to -5 F
60836,13,7a: 0 to 5 F
60837,10,5b: -15 to -10 F
60838,10,5b: -15 to -10 F
60839,9,5a: -20 to -15 F
60840,8,4b: -25 to -20 F
60841,10,5b: -15 to -10 F
60842,10,5b: -15 to -10 F
60843,10,5b: -15 to -10 F
60844,12,6b: -5 to 0 F
60845,11,6a: -10 to -5 F
60846,11,6a: -10 to -5 F
60847,12,6b: -5 to 0 F
60848,10,5b: -15 to -10 F
60849,12,6b: -5 to 0 F
60850,17,9a: 20 to 25 F
60851,16,8b: 15 to 20 F
60852,16,8b: 15 to 20 F
60853,18,9b: 25 to 30 F
60854,18,9b: 25 to 30 F
60855,17,9a: 20 to 25 F
60856,17,9a: 20 to 25 F
60857,16,8b: 15 to 20 F
60858,16,8b: 15 to 20 F
60859,12,6b: -5 to 0 F
60860,13,7a: 0 to 5 F
60861,11,6a: -10 to -5 F
60862,13,7a: 0 to 5 F
60863,13,7a: 0 to 5 F
60864,11,6a: -10 to -5 F
60865,12,6b: -5 to 0 F
60866,11,6a: -10 to -5 F
60867,11,6a: -10 to -5 F
60868,10,5b: -15 to -10 F
60869,11,6a: -10 to -5 F
60870,13,7a: 0 to 5 F
60871,13,7a: 0 to 5 F
60872,12,6b: -5 to 0 F
60873,13,7a: 0 to 5 F
60874,10,5b: -15 to -10 F
60875,12,6b: -5 to 0 F
60876,12,6b: -5 to 0 F
60877,12,6b: -5 to 0 F
60878,11,6a: -10 to -5 F
60879,13,7a: 0 to 5 F
60880,12,6b: -5 to 0 F
60881,10,5b: -15 to -10 F
60882,11,6a: -10 to -5 F
60883,11,6a: -10 to -5 F
60884,10,5b: -15 to -10 F
60885,11,6a: -10 to -5 F
60886,11,6a: -10 to -5 F
60887,8,4b: -25 to -20 F
60888,8,4b: -25 to -20 F
60889,9,5a: -20 to -15 F
60890,12,6b: -5 to 0 F
60891,11,6a: -10 to -5 F
60892,11,6a: -10 to -5 F
60893,12,6b: -5 to 0 F
60894,12,6b: -5 to 0 F
60895,12,6b: -5 to 0 F
60896,11,6a: -10 to -5 F
60897,12,6b: -5 to 0 F
60898,11,6a: -10 to -5 F
60899,12,6b: -5 to 0 F
60900,13,7a: 0 to 5 F
60901,12,6b: -5 to 0 F
60902,17,9a: 20 to 25 F
60903,16,8b: 15 to 20 F
60904,18,9b: 25 to 30 F
60905,18,9b: 25 to 30 F
60906,18,9b: 25 to 30 F
60907,16,8b: 15 to 20 F
60908,16,8b: 15 to 20 F
60909,16,8b: 15 to 20 F
60910,17,9a: 20 to 25 F
60911,16,8b: 15 to 20 F
60912,17,9a: 20 to 25 F
60913,14,7b: 5 to 10 F
60914,13,7a: 0 to 5 F
60915,13,7a: 0 to 5 F
60916,13,7a: 0 to 5 F
60917,14,7b: 5 to 10 F
60918,14,7b: 5 to 10 F
60919,14,7b: 5 to 10 F
60920,13,7a: 0 to 5 F
60921,13,7a: 0 to 5 F
60922,12,6b: -5 to 0 F
60923,10,5b: -15 to -10 F
60924,12,6b: -5 to 0 F
60925,13,7a: 0 to 5 F
60926,13,7a: 0 to 5 F
60927,13,7a: 0 to 5 F
60928,13,7a: 0 to 5 F
60929,13,7a: 0 to 5 F
60930,13,7a: 0 to 5 F
60931,10,5b: -15 to -10 F
60932,12,6b: -5 to 0 F
60933,13,7a: 0 to 5 F
60934,13,7a: 0 to 5 F
60935,14,7b: 5 to 10 F
60936,12,6b: -5 to 0 F
60937,12,6b: -5 to 0 F
60938,12,6b: -5 to 0 F
60939,12,6b: -5 to 0 F
60940,8,4b: -25 to -20 F
60941,9,5a: -20 to -15 F
60942,10,5b: -15 to -10 F
60943,9,5a: -20 to -15 F
60944,10,5b: -15 to -10 F
60945,10,5b: -15 to -10 F
60946,12,6b: -5 to 0 F
60947,12,6b: -5 to 0 F
60948,12,6b: -5 to 0 F
60949,12,6b: -5 to 0 F
60950,11,6a: -10 to -5 F
60951,12,6b: -5 to 0 F
60952,14,7b: 5 to 10 F
60953,16,8b: 15 to 20 F
60954,18,9b: 25 to 30 F
60955,18,9b: 25 to 30 F
60956,18,9b: 25 to 30 F
60957,16,8b: 15 to 20 F
60958,17,9a: 20 to 25 F
60959,13,7a: 0 to 5 F
60960,15,8a: 10 to 15 F
60961,12,6b: -5 to 0 F
60962,14,7b: 5 to 10 F
60963,13,7a: 0 to 5 F
60964,13,7a: 0 to 5 F
60965,13,7a: 0 to 5 F
60966,11,6a: -10 to -5 F
60967,10,5b: -15 to -10 F
60968,12,6b: -5 to 0 F
60969,12,6b: -5 to 0 F
60970,13,7a: 0 to 5 F
60971,11,6a: -10 to -5 F
60972,11,6a: -10 to -5 F
60973,12,6b: -5 to 0 F
60974,11,6a: -10 to -5 F
60975,13,7a: 0 to 5 F
60976,13,7a: 0 to 5 F
60977,11,6a: -10 to -5 F
60978,10,5b: -15 to -10 F
60979,13,7a: 0 to 5 F
60980,12,6b: -5 to 0 F
60981,13,7a: 0 to 5 F
60982,13,7a: 0 to 5 F
60983,12,6b: -5 to 0 F
60984,12,6b: -5 to 0 F
60985,13,7a: 0 to 5 F
60986,13,7a: 0 to 5 F
60987,13,7a: 0 to 5 F
60988,8,4b: -25 to -20 F
60989,11,6a: -10 to -5 F
60990,10,5b: -15 to -10 F
60991,11,6a: -10 to -5 F
60992,10,5b: -15 to -10 F
60993,9,5a: -20 to -15 F
60994,8,4b: -25 to -20 F
60995,10,5b: -15 to -10 F
60996,10,5b: -15 to -10 F
60997,10,5b: -15 to -10 F
60998,10,5b: -15 to -10 F
60999,11,6a: -10 to -5 F
61000,10,5b: -15 to -10 F
61001,11,6a: -10 to -5 F
61002,12,6b: -5 to 0 F
61003,12,6b: -5 to 0 F
61004,12,6b: -5 to 0 F
61005,12,6b: -5 to 0 F
61006,11,6a: -10 to -5 F
61007,11,6a: -10 to -5 F
61008,11,6a: -10 to -5 F
61009,10,5b: -15 to -10 F
61010,13,7a: 0 to 5 F
61011,13,7a: 0 to 5 F
61012,17,9a: 20 to 25 F
61013,18,9b: 25 to 30 F
61014,18,9b: 25 to 30 F
61015,16,8b: 15 to 20 F
61016,18,9b: 25 to 30 F
61017,16,8b: 15 to 20 F
61018,17,9a: 20 to 25 F
61019,17,9a: 20 to 25 F
61020,13,7a: 0 to 5 F
61021,14,7b: 5 to 10 F
61022,12,6b: -5 to 0 F
61023,14,7b: 5 to 10 F
61024,13,7a: 0 to 5 F
61025,13,7a: 0 to 5 F
61026,13,7a: 0 to 5 F
61027,12,6b: -5 to 0 F
61028,11,6a: -10 to -5 F
61029,10,5b: -15 to -10 F
61030,12,6b: -5 to 0 F
61031,11,6a: -10 to -5 F
61032,12,6b: -5 to 0 F
61033,13,7a: 0 to 5 F
61034,12,6b: -5 to 0 F
61035,12,6b: -5 to 0 F
61036,14,7b: 5 to 10 F
61037,14,7b: 5 to 10 F
61038,13,7a: 0 to 5 F
61039,13,7a: 0 to 5 F
61040,13,7a: 0 to 5 F
61041,13,7a: 0 to 5 F
61042,13,7a: 0 to 5 F
61043,11,6a: -10 to -5 F
61044,12,6b: -5 to 0 F
61045,12,6b: -5 to 0 F
61046,9,5a: -20 to -15 F
61047,8,4b: -25 to -20 F
61048,9,5a: -20 to -15 F
61049,9,5a: -20 to -15 F
61050,10,5b: -15 to -10 F
61051,10,5b: -15 to -10 F
61052,9,5a: -20 to -15 F
61053,12,6b: -5 to 0 F
61054,12,6b: -5 to 0 F
61055,12,6b: -5 to 0 F
61056,11,6a: -10 to -5 F
61057,13,7a: 0 to 5 F
61058,12,6b: -5 to 0 F
61059,12,6b: -5 to 0 F
61060,13,7a: 0 to 5 F
61061,14,7b: 5 to 10 F
61062,17,9a: 20 to 25 F
61063,17,9a: 20 to 25 F
61064,16,8b: 15 to 20 F
61065,18,9b: 25 to 30 F
61066,16,8b: 15 to 20 F
61067,18,9b: 25 to 30 F
61068,18,9b: 25 to 30 F
61069,17,9a: 20 to 25 F
61070,16,8b: 15 to 20 F
61071,13,7a: 0 to 5 F
61072,11,6a: -10 to -5 F
61073,13,7a: 0 to 5 F
61074,13,7a: 0 to 5 F
61075,13,7a: 0 to 5 F
61076,10,5b: -15 to -10 F
61077,10,5b: -15 to -10 F
61078,11,6a: -10 to -5 F
61079,9,5a: -20 to -15 F
61080,12,6b: -5 to 0 F
61081,12,6b: -5 to 0 F
61082,11,6a: -10 to -5 F
61083,13,7a: 0 to 5 F
61084,13,7a: 0 to 5 F
61085,12,6b: -5 to 0 F
61086,13,7a: 0 to 5 F
61087,9,5a: -20 to -15 F
61088,12,6b: -5 to 0 F
61089,12,6b: -5 to 0 F
61090,12,6b: -5 to 0 F
61091,13,7a: 0 to 5 F
61092,9,5a: -20 to -15 F
61093,10,5b: -15 to -10 F
61094,9,5a: -20 to -15 F
61095,10,5b: -15 to -10 F
61096,9,5a: -20 to -15 F
61097,10,5b: -15 to -10 F
61098,10,5b: -15 to -10 F
61099,12,6b: -5 to 0 F
61100,12,6b: -5 to 0 F
61101,11,6a: -10 to -5 F
61102,12,6b: -5 to 0 F
61103,10,5b: -15 to -10 F
61104,12,6b: -5 to 0 F
61105,12,6b: -5 to 0 F
61106,18,9b: 25 to 30 F
61107,17,9a: 20 to 25 F
61108,18,9b: 25 to 30 F
61109,18,9b: 25 to 30 F
61110,18,9b: 25 to 30 F
61111,16,8b: 15 to 20 F
61112,18,9b: 25 to 30 F
61113,18,9b: 25 to 30 F
61114,17,9a: 20 to 25 F
61115,15,8a: 10 to 15 F
61116,13,7a: 0 to 5 F
61117,13,7a: 0 to 5 F
61118,13,7a: 0 to 5 F
61119,12,6b: -5 to 0 F
61120,13,7a: 0 to 5 F
61121,13,7a: 0 to 5 F
61122,13,7a: 0 to 5 F
61123,12,6b: -5 to 0 F
61124,12,6b: -5 to 0 F
61125,12,6b: -5 to 0 F
61126,13,7a: 0 to 5 F
61127,13,7a: 0 to 5 F
61128,13,7a: 0 to 5 F
61129,12,6b: -5 to 0 F
61130,12,6b: -5 to 0 F
61131,13,7a: 0 to 5 F
61132,13,7a: 0 to 5 F
61133,11,6a: -10 to -5 F
61134,12,6b: -5 to 0 F
61135,9,5a: -20 to -15 F
61136,11,6a: -10 to -5 F
61137,9,5a: -20 to -15 F
61138,10,5b: -15 to -10 F
61139,9,5a: -20 to -15 F
61140,9,5a: -20 to -15 F
61141,12,6b: -5 to 0 F
61142,12,6b: -5 to 0 F
61143,11,6a: -10 to -5 F
61144,12,6b: -5 to 0 F
61145,12,6b: -5 to 0 F
61146,12,6b: -5 to 0 F
61147,11,6a: -10 to -5 F
61148,10,5b: -15 to -10 F
61149,13,7a: 0 to 5 F
61150,18,9b: 25 to 30 F
61151,18,9b: 25 to 30 F
61152,18,9b: 25 to 30 F
61153,18,9b: 25 to 30 F
61154,18,9b: 25 to 30 F
61155,15,8a: 10 to 15 F
61156,15,8a: 10 to 15 F
61157,14,7b: 5 to 10 F
61158,14,7b: 5 to 10 F
61159,13,7a: 0 to 5 F
61160,13,7a: 0 to 5 F
61161,13,7a: 0 to 5 F
61162,11,6a: -10 to -5 F
61163,11,6a: -10 to -5 F
61164,13,7a: 0 to 5 F
61165,10,5b: -15 to -10 F
61166,11,6a: -10 to -5 F
61167,10,5b: -15 to -10 F
61168,11,6a: -10 to -5 F
61169,10,5b: -15 to -10 F
61170,12,6b: -5 to 0 F
61171,12,6b: -5 to 0 F
61172,12,6b: -5 to 0 F
61173,12,6b: -5 to 0 F
61174,12,6b: -5 to 0 F
61175,12,6b: -5 to 0 F
61176,13,7a: 0 to 5 F
61177,12,6b: -5 to 0 F
61178,12,6b: -5 to 0 F
61179,13,7a: 0 to 5 F
61180,13,7a: 0 to 5 F
61181,13,7a: 0 to 5 F
61182,12,6b: -5 to 0 F
61183,11,6a: -10 to -5 F
61184,11,6a: -10 to -5 F
61185,14,7b: 5 to 10 F
61186,12,6b: -5 to 0 F
61187,11,6a: -10 to -5 F
61188,13,7a: 0 to 5 F
61189,12,6b: -5 to 0 F
61190,12,6b: -5 to 0 F
61191,12,6b: -5 to 0 F
61192,8,4b: -25 to -20 F
61193,11,6a: -10 to -5 F
61194,10,5b: -15 to -10 F
61195,9,5a: -20 to -15 F
61196,7,4a: -30 to -25 F
61197,10,5b: -15 to -10 F
61198,7,4a: -30 to -25 F
61199,10,5b: -15 to -10 F
61200,9,5a: -20 to -15 F
61201,10,5b: -15 to -10 F
61202,10,5b: -15 to -10 F
61203,12,6b: -5 to 0 F
61204,10,5b: -15 to -10 F
61205,13,7a: 0 to 5 F
61206,14,7b: 5 to 10 F
61207,17,9a: 20 to 25 F
61208,17,9a: 20 to 25 F
61209,18,9b: 25 to 30 F
61210,18,9b: 25 to 30 F
61211,18,9b: 25 to 30 F
61212,15,8a: 10 to 15 F
61213,14,7b: 5 to 10 F
61214,12,6b: -5 to 0 F
61215,11,6a: -10 to -5 F
61216,13,7a: 0 to 5 F
61217,13,7a: 0 to 5 F
61218,14,7b: 5 to 10 F
61219,13,7a: 0 to 5 F
61220,13,7a: 0 to 5 F
61221,11,6a: -10 to -5 F
61222,11,6a: -10 to -5 F
61223,12,6b: -5 to 0 F
61224,10,5b: -15 to -10 F
61225,11,6a: -10 to -5 F
61226,12,6b: -5 to 0 F
61227,12,6b: -5 to 0 F
61228,12,6b: -5 to 0 F
61229,13,7a: 0 to 5 F
61230,13,7a: 0 to 5 F
61231,12,6b: -5 to 0 F
61232,10,5b: -15 to -10 F
61233,12,6b: -5 to 0 F
61234,12,6b: -5 to 0 F
61235,12,6b: -5 to 0 F
61236,13,7a: 0 to 5 F
61237,11,6a: -10 to -5 F
61238,13,7a: 0 to 5 F
61239,7,4a: -30 to -25 F
61240,11,6a: -10 to -5 F
61241,10,5b: -15 to -10 F
61242,9,5a: -20 to -15 F
61243,10,5b: -15 to -10 F
61244,10,5b: -15 to -10 F
61245,7,4a: -30 to -25 F
61246,10,5b: -15 to -10 F
61247,7,4a: -30 to -25 F
61248,10,5b: -15 to -10 F
61249,9,5a: -20 to -15 F
61250,9,5a: -20 to -15 F
61251,9,5a: -20 to -15 F
61252,10,5b: -15 to -10 F
61253,12,6b: -5 to 0 F
61254,12,6b: -5 to 0 F
61255,10,5b: -15 to -10 F
61256,10,5b: -15 to -10 F
61257,12,6b: -5 to 0 F
61258,10,5b: -15 to -10 F
61259,11,6a: -10 to -5 F
61260,12,6b: -5 to 0 F
61261,13,7a: 0 to 5 F
61262,14,7b: 5 to 10 F
61263,17,9a: 20 to 25 F
61264,18,9b: 25 to 30 F
61265,18,9b: 25 to 30 F
61266,18,9b: 25 to 30 F
61267,18,9b: 25 to 30 F
61268,17,9a: 20 to 25 F
61269,18,9b: 25 to 30 F
61270,14,7b: 5 to 10 F
61271,15,8a: 10 to 15 F
61272,12,6b: -5 to 0 F
61273,13,7a: 0 to 5 F
61274,13,7a: 0 to 5 F
61275,13,7a: 0 to 5 F
61276,14,7b: 5 to 10 F
61277,10,5b: -15 to -10 F
61278,13,7a: 0 to 5 F
61279,13,7a: 0 to 5 F
61280,11,6a: -10 to -5 F
61281,13,7a: 0 to 5 F
61282,11,6a: -10 to -5 F
61283,11,6a: -10 to -5 F
61284,10,5b: -15 to -10 F
61285,12,6b: -5 to 0 F
61286,12,6b: -5 to 0 F
61287,12,6b: -5 to 0 F
61288,13,7a: 0 to 5 F
61289,13,7a: 0 to 5 F
61290,11,6a: -10 to -5 F
61291,12,6b: -5 to 0 F
61292,13,7a: 0 to 5 F
61293,13,7a: 0 to 5 F
61294,13,7a: 0 to 5 F
61295,13,7a: 0 to 5 F
61296,12,6b: -5 to 0 F
61297,12,6b: -5 to 0 F
61298,12,6b: -5 to 0 F
61299,14,7b: 5 to 10 F
61300,13,7a: 0 to 5 F
61301,12,6b: -5 to 0 F
61302,13,7a: 0 to 5 F
61303,12,6b: -5 to 0 F
61304,12,6b: -5 to 0 F
61305,10,5b: -15 to -10 F
61306,11,6a: -10 to -5 F
61307,11,6a: -10 to -5 F
61308,9,5a: -20 to -15 F
61309,10,5b: -15 to -10 F
61310,10,5b: -15 to -10 F
61311,10,5b: -15 to -10 F
61312,9,5a: -20 to -15 F
61313,10,5b: -15 to -10 F
61314,8,4b: -25 to -20 F
61315,7,4a: -30 to -25 F
61316,10,5b: -15 to -10 F
61317,10,5b: -15 to -10 F
61318,10,5b: -15 to -10 F
61319,10,5b: -15 to -10 F
61320,9,5a: -20 to -15 F
61321,10,5b: -15 to -10 F
61322,12,6b: -5 to 0 F
61323,12,6b: -5 to 0 F
61324,12,6b: -5 to 0 F
61325,10,5b: -15 to -10 F
61326,12,6b: -5 to 0 F
61327,12,6b: -5 to 0 F
61328,12,6b: -5 to 0 F
61329,14,7b: 5 to 10 F
61330,18,9b: 25 to 30 F
61331,18,9b: 25 to 30 F
61332,18,9b: 25 to 30 F
61333,17,9a: 20 to 25 F
61334,12,6b: -5 to 0 F
61335,14,7b: 5 to 10 F
61336,13,7a: 0 to 5 F
61337,11,6a: -10 to -5 F
61338,11,6a: -10 to -5 F
61339,13,7a: 0 to 5 F
61340,11,6a: -10 to -5 F
61341,10,5b: -15 to -10 F
61342,12,6b: -5 to 0 F
61343,10,5b: -15 to -10 F
61344,11,6a: -10 to -5 F
61345,12,6b: -5 to 0 F
61346,13,7a: 0 to 5 F
61347,12,6b: -5 to 0 F
61348,13,7a: 0 to 5 F
61349,12,6b: -5 to 0 F
61350,13,7a: 0 to 5 F
61351,11,6a: -10 to -5 F
61352,12,6b: -5 to 0 F
61353,13,7a: 0 to 5 F
61354,12,6b: -5 to 0 F
61355,12,6b: -5 to 0 F
61356,13,7a: 0 to 5 F
61357,13,7a: 0 to 5 F
61358,12,6b: -5 to 0 F
61359,12,6b: -5 to 0 F
61360,9,5a: -20 to -15 F
61361,10,5b: -15 to -10 F
61362,9,5a: -20 to -15 F
61363,8,4b: -25 to -20 F
61364,8,4b: -25 to -20 F
61365,6,3b: -35 to -30 F
61366,10,5b: -15 to -10 F
61367,10,5b: -15 to -10 F
61368,12,6b: -5 to 0 F
61369,10,5b: -15 to -10 F
61370,10,5b: -15 to -10 F
61371,13,7a: 0 to 5 F
61372,12,6b: -5 to 0 F
61373,12,6b: -5 to 0 F
61374,12,6b: -5 to 0 F
61375,17,9a: 20 to 25 F
61376,18,9b: 25 to 30 F
61377,18,9b: 25 to 30 F
61378,18,9b: 25 to 30 F
61379,18,9b: 25 to 30 F
61380,18,9b: 25 to 30 F
61381,18,9b: 25 to 30 F
61382,18,9b: 25 to 30 F
61383,17,9a: 20 to 25 F
61384,18,9b: 25 to 30 F
61385,13,7a: 0 to 5 F
61386,14,7b: 5 to 10 F
61387,13,7a: 0 to 5 F
61388,14,7b: 5 to 10 F
61389,13,7a: 0 to 5 F
61390,13,7a: 0 to 5 F
61391,11,6a: -10 to -5 F
61392,13,7a: 0 to 5 F
61393,10,5b: -15 to -10 F
61394,10,5b: -15 to -10 F
61395,11,6a: -10 to -5 F
61396,12,6b: -5 to 0 F
61397,10,5b: -15 to -10 F
61398,10,5b: -15 to -10 F
61399,9,5a: -20 to -15 F
61400,10,5b: -15 to -10 F
61401,12,6b: -5 to 0 F
61402,12,6b: -5 to 0 F
61403,12,6b: -5 to 0 F
61404,11,6a: -10 to -5 F
61405,11,6a: -10 to -5 F
61406,12,6b: -5 to 0 F
61407,11,6a: -10 to -5 F
61408,14,7b: 5 to 10 F
61409,13,7a: 0 to 5 F
61410,11,6a: -10 to -5 F
61411,13,7a: 0 to 5 F
61412,13,7a: 0 to 5 F
61413,12,6b: -5 to 0 F
61414,12,6b: -5 to 0 F
61415,10,5b: -15 to -10 F
61416,9,5a: -20 to -15 F
61417,9,5a: -20 to -15 F
61418,10,5b: -15 to -10 F
61419,10,5b: -15 to -10 F
61420,10,5b: -15 to -10 F
61421,8,4b: -25 to -20 F
61422,6,3b: -35 to -30 F
61423,8,4b: -25 to -20 F
61424,9,5a: -20 to -15 F
61425,9,5a: -20 to -15 F
61426,11,6a: -10 to -5 F
61427,12,6b: -5 to 0 F
61428,11,6a: -10 to -5 F
61429,11,6a: -10 to -5 F
61430,13,7a: 0 to 5 F
61431,17,9a: 20 to 25 F
61432,18,9b: 25 to 30 F
61433,17,9a: 20 to 25 F
61434,18,9b: 25 to 30 F
61435,18,9b: 25 to 30 F
61436,12,6b: -5 to 0 F
61437,13,7a: 0 to 5 F
61438,14,7b: 5 to 10 F
61439,14,7b: 5 to 10 F
61440,12,6b: -5 to 0 F
61441,13,7a: 0 to 5 F
61442,12,6b: -5 to 0 F
61443,14,7b: 5 to 10 F
61444,13,7a: 0 to 5 F
61445,13,7a: 0 to 5 F
61446,11,6a: -10 to -5 F
61447,13,7a: 0 to 5 F
61448,11,6a: -10 to -5 F
61449,10,5b: -15 to -10 F
61450,10,5b: -15 to -10 F
61451,10,5b: -15 to -10 F
61452,10,5b: -15 to -10 F
61453,12,6b: -5 to 0 F
61454,13,7a: 0 to 5 F
61455,12,6b: -5 to 0 F
61456,12,6b: -5 to 0 F
61457,12,6b: -5 to 0 F
61458,13,7a: 0 to 5 F
61459,13,7a: 0 to 5 F
61460,12,6b: -5 to 0 F
61461,12,6b: -5 to 0 F
61462,12,6b: -5 to 0 F
61463,12,6b: -5 to 0 F
61464,11,6a: -10 to -5 F
61465,9,5a: -20 to -15 F
